Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link
13275,Twitter suspends 70 handles claiming to be of Army brass,"(Twitter suspends 70 fake a/cs of Army officers, the times of india, 2019-09-20), (Twitter suspends 70 fake Army officers' handles, the times of india, 2019-09-20), (Twitter junks fake Army handles, the times of india, 2019-09-20), (Twitter suspends 70 fake handles of Army officers, the times of india, 2019-09-20), (Twitter shoots down 70 fake handles of Army top brass, the times of india, 2019-09-20)","(Twitter suspends 70 fake a/cs of Army officers, the times of india, 2019-09-20)",n-r->n-i,n-r,n-i,Deceptive & Fraudulent Behavior_Impersonation,Platform Ban,Twitter,https://timesofindia.indiatimes.com/india/twitter-suspends-70-handles-claiming-to-be-of-army-brass/articleshow/71210296.cms
25422,"Web Sites Stirring Up Criticism of Coaches, Even the Unbeaten Ones","(Web Sites Stirring Up Criticism of Coaches, Even the Unbeaten Ones, new york times, 2004-11-25)","(Web Sites Stirring Up Criticism of Coaches, Even the Unbeaten Ones, new york times, 2004-11-25)",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Defamation,,Online  ,https://www.nytimes.com/2004/11/25/sports/ncaafootball/web-sites-stirring-up-criticism-of-coaches-even-the.html
25285,Windows Code Leaked Onto Internet,"(Windows Code Leaked Onto Internet, los angeles times, 2004-02-13)","(Windows Code Leaked Onto Internet, los angeles times, 2004-02-13)",n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,,Online Chat,https://www.latimes.com/archives/la-xpm-2004-feb-13-fi-micro13-story.html
10441,Woman duped of `1.71 lakh in 'like video &amp; earn' scam,"(Woman duped of Rs 1.71 lakh in 'like video &amp; earn' scam in Pune, the times of india, 2023-01-31)","(Woman duped of Rs 1.71 lakh in 'like video &amp; earn' scam in Pune, the times of india, 2023-01-31)",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Online,https://timesofindia.indiatimes.com/city/pune/woman-duped-of-rs-1-71-lakh-in-like-video-earn-scam/articleshow/97428425.cms
62818,Student duped of Rs 82K in online deal,"(Youth collects Rs 56k via fake online profile, the times of india, 2021-01-07)","(Youth collects Rs 56k via fake online profile, the times of india, 2021-01-07)",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,,Social Media,https://timesofindia.indiatimes.com/city/pune/youth-collects-rs-56k-via-fake-online-profile/articleshow/80141398.cms
42703,Akhilesh: BJP conspiring to defame SP via social media,"('Akhilesh: BJP conspiring to defame SP via social media', 'the times of india', '2021-07-30')",Akhilesh: BJP conspiring to defame SP via social media,n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,Legal Action,Social Media,https://timesofindia.indiatimes.com/city/lucknow/akhilesh-bjp-conspiring-to-defame-sp-via-social-media/articleshow/84875714.cms
43231,4 Questioned After Video Shows Racially Charged Beating in Chicago,"('4 Questioned After Video Shows Racially Charged Beating in Chicago', 'new york times', '2017-01-04')",Another jawan airs woes on social media,1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Defamation,,Social Media,
,,"(Australian farmer escapes Internet love scam from Mali, 2007)",Australian farmer escapes Internet love scam from Mali,n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Violent Behavior,Online  ,
63401,Bengaluru: Facebook friend cheats advocate of Rs 5.2 lakh,"('Bengaluru: Facebook friend cheats advocate of Rs 5.2 lakh', 'the times of india', '2020-06-16')",Bengaluru: Facebook friend cheats advocate of Rs 5.2 lakh,1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,,Facebook,https://timesofindia.indiatimes.com/city/bengaluru/bengaluru-facebook-friend-cheats-advocate-of-rs-5-2-lakh/articleshow/76379283.cms
63480,Cerrada una red ilegal que distribuía filmes 'online',"('Cerrada una red ilegal que distribuía filmes 'online'', 'el pais', '2020-04-22')",Ce­rra­da una red ile­gal que dis­tri­buía fil­mes ‘on­li­ne’,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Intellectual Property,Legal Action,Social Network,https://www.pressreader.com/spain/el-pais-1a-edicion-1244/20200422/281990379664471?srsltid=AfmBOor5GwxXWTKkLtXTz0nnCsN1_FwrrrGwzIVY-a4T5flbzehjLxbv
29973,"Wielding Twitter, Europe’s ‘Marshal Twito’ Takes Aim at the Media","(Indian minister attacks Twitter over new social media rules, dpa international (english), 2021-06-16), (Ghaziabad assault: FIR names Twitter amid conflicting narratives of attack, the hindustan times, 2021-06-17), (Loni assault: FIR lodged against Twitter, co-founder of Alt News, seven others, the times of india, 2021-06-16), (Chennai: Fake Twitter profile deleted following actor Senthil's complaint, the times of india, 2021-06-16), (Fake Twitter profile deleted following actor Senthil's plaint, the times of india, 2021-06-15)",Chennai: Fake Twitter profile deleted following actor Senthil’s complaint,1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,Remove Content,Twitter,"https://timesofindia.indiatimes.com/city/chennai/chennai-fake-twitter-profile-deleted-following-actor-senthils-complaint/articleshow/83530323.cms#:~:text=CHENNAI%3A%20Veteran%20actor%20and%20comedian,profile%20was%20deactivated%20within%20hours."
19911,Personal info of 13 million South Korean online gamers hacked,"('Personal info of 13 million South Korean online gamers hacked', 'the hindustan times', '2011-11-28')",China Focus: China to formally conduct ID verification of online gamers to curb addiction,1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Game,
,,"(Defiant Web users expose 'secret' DVD cipher, 2007)",Defiant Web users expose 'secret' DVD cipher,n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,"Restriction on social media usage (content remove, ban, etc.)","Youtube, Digg",
58610,Woman duped online trying to help stray,"('Woman duped online trying to help stray', 'the times of india', '2022-09-18')",Don't make posts: Court tells retired IAS officer,n-i->n-i,n-i,n-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Social Media,
39680,Warning over TikTok's spicy 'One Chip Challenge' after 14-year-old boy dies,"('Warning over TikTok's spicy 'One Chip Challenge' after 14-year-old boy dies', 'the daily telegraph', '2023-09-06')","Engineer falls for 'like video &amp; earn' lure, loses `9 lakh",n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Online,
62775,Delhi man held for making fake FB account of top cop,"(Fake FB account: MCC commissioner approaches police, the times of india, 2021-02-17), (Mumbai Police issue advisory against fake online job racket, the hindustan times, 2021-02-18)",Fake FB account: MCC commissioner approaches police,1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,,Facebook,https://timesofindia.indiatimes.com/city/mysuru/fake-fb-account-mcc-commissioner-approaches-police/articleshow/80998771.cms
,,"(Going online for gripes of wrath, 2005)",Going online for gripes of wrath,n-r->n-i,n-r,n-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Online,
17003,"Google not liable for online claims, court rules","('Google not liable for online claims, court rules', 'the daily telegraph', '2012-03-03')",Google not responsible for 'internet graffiti' rules judge,n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Blog,https://www.telegraph.co.uk/technology/google/9118986/Google-not-responsible-for-internet-graffiti-rules-judge.html
56443,Nude pictures of actress posted on twitter,"('Nude pictures of actress posted on twitter', 'the times of india', '2014-08-04')",Gujarat youth held in online job fraud,n-r->1-r,n-r,1-r,Deceptive & Fraudulent Behavior_Fraud,"Fraud, Legal Action",Online,
,,"(Heading Off New Account Fraud, 2007)",Heading Off New Account Fraud,1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Impersonation,,Online,
37993,"In 92 days, Rs 128cr lost to card, online frauds in India","('In 92 days, Rs 128cr lost to card, online frauds in India', 'the times of india', '2020-03-11')","In 92 days, India lost Rs 128 crore in card, online fraud",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,,Online,https://timesofindia.indiatimes.com/business/india-business/in-92-days-india-lost-rs-128-crore-in-card-online-fraud/articleshow/74571025.cms
15984,WEEKEND INVESTOR --- Wealth Manager: Risks of Being Rich on Social Media,"('WEEKEND INVESTOR --- Wealth Manager: Risks of Being Rich on Social Media', 'wall street journal', '2013-12-21')",Internet giants seek full trial over defamatory video,1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Defamation,Legal Action,Youtube,
5804,Jiiva's 'Kee' gets leaked online by the piracy website Tamilrockers,"('Jiiva's 'Kee' gets leaked online by the piracy website Tamilrockers', 'the times of india', '2019-05-13')",Jiiva’s 'Kee' gets leaked online by the piracy website Tamilrockers,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Intellectual Property,Protective Measures,Tamilrockers,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/jiivas-kee-gets-leaked-online-by-the-piracy-website-tamilrockers/articleshow/69294029.cms
16081,Facebook and Google Face Challenges to Their Right to Read Your Messages,"('Facebook and Google Face Challenges to Their Right to Read Your Messages', 'bloomberg businessweek', '2013-12-30')",Le Vietnam renforce son arsenal r√©pressif sur Internet,n-r->1-i,n-r,1-i,Deceptive & Fraudulent Behavior_Defamation,Legislation,Social Media,
62023,Luxury-Goods Firms Hunt Copycats as Web Market Expands,"('Luxury-Goods Firms Hunt Copycats as Web Market Expands', 'wall street journal', '2004-08-26')",Luxury-Goods Firms Hunt Copycats as Web Market Expands,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Enforcement,E-commerce (eBay),https://www.wsj.com/articles/SB109347677685401387
63185,Man creates fake FB profile to talk with estranged wife,"('Man creates fake FB profile to talk with estranged wife', 'the times of india', '2020-07-02')",Man creates fake FB profile to talk with estranged wife,1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Impersonation,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/vadodara/man-creates-fake-fb-profile-to-talk-with-estranged-wife/articleshow/76717927.cms
,,"(Metro Briefing New York: Brooklyn: Online Crime Hot Line, 2005)",Metro Briefing New York: Brooklyn: Online Crime Hot Line,1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Fraud,Online Dating,
36338,"Internet love scams up, but less money lost","('Internet love scams up, but less money lost', 'the straits times', '2020-05-22')",More than 380 victims lost at least $15m to Internet love scams since start of 2022: Police,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Social Media,https://www.straitstimes.com/singapore/courts-crime/more-than-380-victims-lost-at-least-15m-to-internet-love-scams-since-start-of-2022-police
62898,"Vasai resident duped of Rs 80,000 by Facebook 'friend'","('Vasai resident duped of Rs 80,000 by Facebook 'friend'', 'the times of india', '2021-01-06')","Mumbai: Fake facebook friend dupes Vasai man of Rs 80,000",1-r->1-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Facebook,https://www.daijiworld.com/news/newsDisplay?newsID=788168
62655,Mumbai: Senior citizen duped in online wine fraud,"('Mumbai: Senior citizen duped in online wine fraud', 'the times of india', '2021-04-13')",Mumbai: Senior citizen duped in online wine fraud,1-i->1-r,1-i,1-r,Deceptive & Fraudulent Behavior_Fraud,,Online,https://timesofindia.indiatimes.com/city/mumbai/mumbai-senior-citizen-duped-in-online-wine-fraud/articleshow/82034580.cms
37168,"One man, 8 profiles and an elaborate hoax","('One man, 8 profiles and an elaborate hoax', 'the hindustan times', '2020-05-10')","One man, 8 profiles and an elaborate hoax",1-r->n-r,1-r,n-r,Deceptive & Fraudulent Behavior_Impersonation,Legal Action,Facebook,https://www.hindustantimes.com/india-news/one-man-8-profiles-and-an-elaborate-hoax/story-2vWx4Ot7lqrsasXK2UylCI.html
61275,Reply Letters and emails: Online offers that are too good to be true,"('Reply Letters and emails: Online offers that are too good to be true', 'the guardian', '2008-07-04')",Online offers that are too good to be true,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,,eBay,https://www.theguardian.com/technology/2008/jul/04/ebay.internet
,,"(Online Sharing Evolves for Warner Bros.; Peer-to-Peer Technology, Long Scorned for Pirating, Is Tapped for Sales of Movies, Shows, 2006)","Online Sharing Evolves for Warner Bros.; Peer-to-Peer Technology, Long Scorned for Pirating, Is Tapped for Sales of Movies, Shows",1-i->1-i,1-i,1-i,Deceptive & Fraudulent Behavior_Intellectual Property,,Online,
65304,Mohali woman duped of Rs 9 lakh by her British Facebook friend,"('Mohali woman duped of Rs 9 lakh by her British Facebook friend', 'the hindustan times', '2015-06-01')",Punjabi-British FB friendship logs out with Rs 9 lakh fraud,1-r->n-r,1-r,1-r,Deceptive & Fraudulent Behavior_Fraud,,Facebook,https://timesofindia.indiatimes.com/city/chandigarh/punjabi-british-fb-friendship-logs-out-with-rs-9-lakh-fraud/articleshow/47486311.cms
66362,"Saturday Money: Fake Guardian page is used by loans website to trade on our trusted image: Scams Copycat sites are usually designed to illegally capture their victims' passwords and log-ins under the guise of a bank or HMRC. But, as Patrick Collinson and Miles Brignall report, they now have a new target","('Saturday Money: Fake Guardian page is used by loans website to trade on our trusted image: Scams Copycat sites are usually designed to illegally capture their victims' passwords and log-ins under the guise of a bank or HMRC. But, as Patrick Collinson and Miles Brignall report, they now have a new target', 'the guardian', '2014-07-19')",Reader scammed by fake Guardian webpage; Copycat Guardian site used by loan company to boost its credibility,1-i->n-r,1-i,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Guardian,https://www.theguardian.com/money/2014/jul/19/fake-guardian-webpages-boost-credibility
25099,G2: Food: Reviews on a plate: A website where customers can post their sometimes unflattering opinions of restaurants is worrying chefs,"('G2: Food: Reviews on a plate: A website where customers can post their sometimes unflattering opinions of restaurants is worrying chefs', 'the guardian', '2005-08-24')",Reviews on a plate: A website where customers can post their sometimes unflattering opinions of restaurants is worrying chefs. Mira Katbamna reports,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Defamation,,reviewing website (London-eating.co.uk),https://www.theguardian.com/technology/2005/aug/24/foodanddrink.food
,,"(Surfers count the cost of internet hijacking, 2005)",Surfers count the cost of internet hijacking,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,"Fraud, Protective Measures",Online,
62840,Two held for selling counterfeit versions of branded clothes online,"('Two held for selling counterfeit versions of branded clothes online', 'the hindustan times', '2021-03-05')",Two held for selling counterfeit versions of branded clothes online,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,Legal Action,Social Media,https://www.hindustantimes.com/cities/gurugram-news/two-held-for-selling-counterfeit-versions-of-branded-clothes-online-101614967141856.html
38811,Zero Hedge knocked off Twitter over virus story,"('Zero Hedge knocked off Twitter over virus story', 'the daily telegraph', '2020-02-03')",Vedhika clarifies about the fake Twitter handle of THIS blockbuster director,1-r->1-i,1-r,1-i,Deceptive & Fraudulent Behavior_Impersonation,Public Message from/to Social Media,Twitter,
21538,"Web Photos That Reveal Secrets, Like Where You Live","('Web Photos That Reveal Secrets, Like Where You Live', 'new york times', '2010-08-11')","Web Photos That Reveal Secrets, Like Where You Live",n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Cybersecurity,,Online,https://www.nytimes.com/2010/08/12/technology/personaltech/12basics.html
16217,"Sikh federation writes to Facebook to stop derogatory depiction, comments on Sikh gurus","('Sikh federation writes to Facebook to stop derogatory depiction, comments on Sikh gurus', 'the times of india', '2013-07-18')",Why Reviews On the Web Say Bad Things,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Defamation,,Online Shopping,
61789,World Briefing | Asia: China: Police Seize Fake Tamiflu Sold On Internet,"('World Briefing | Asia: China: Police Seize Fake Tamiflu Sold On Internet', 'new york times', '2006-08-31')",World Briefing | Asia: China: Police Seize Fake Tamiflu Sold On Internet,n-r->n-r,n-r,n-r,Deceptive & Fraudulent Behavior_Fraud,,Internet,https://www.nytimes.com/2006/08/31/health/world/world-briefing-asia-china-police-seize-fake-tamiflu-sold-on.html
